word	menukad	lex	unvocalized_lex	POS	Prefix	Gender	Number	Person	Status	Tense	Binyan	Suffix	Suf_Gender	Suf_Number	Suf_Person	fAramaic	no_pipe_menukad	no_prefix_menukad
ב|לילה	בְּ|לַיְלָה	לַיְלָה	לילה	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּלַיְלָה	לַיְלָה
קר	קַר	קַר	קר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קַר	קַר

תהיה	תִּהְיֶה	היי	היי	COPULA		MASCULINE	SINGULAR	PERSON_2		FUTURE						False	תִּהְיֶה	תִּהְיֶה
מאושר	מְאֻשָּׁר	מְאֻשָּׁר	מאושר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מְאֻשָּׁר	מְאֻשָּׁר

תהיה	תִּהְיֶה	היי	היי	COPULA		MASCULINE	SINGULAR	PERSON_2		FUTURE						False	תִּהְיֶה	תִּהְיֶה
משוחרר	מְשֻׁחְרָר	מְשֻׁחְרָר	משוחרר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מְשֻׁחְרָר	מְשֻׁחְרָר

ב|דרך	בַּ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּדֶּרֶךְ	דֶּרֶךְ
שלך	שֶׁלְּךָ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שֶׁלְּךָ	שֶׁלְּךָ
,	,			PUNCTUATION												False	,	,
אנחנו	אֲנַחְנוּ	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	PLURAL	PERSON_1								False	אֲנַחְנוּ	אֲנַחְנוּ
איתך	אִתְּךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אִתְּךָ	אִתְּךָ

תהיה	תִּהְיֶה	היי	היי	COPULA		MASCULINE	SINGULAR	PERSON_2		FUTURE						False	תִּהְיֶה	תִּהְיֶה
משוחרר	מְשֻׁחְרָר	מְשֻׁחְרָר	משוחרר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	מְשֻׁחְרָר	מְשֻׁחְרָר

חופשי	חׇפְשִׁי	חׇפְשִׁי	חופשי	ADVERB												False	חׇפְשִׁי	חׇפְשִׁי
כמו	כְּמוֹ	כְּמוֹ	כמו	PREPOSITION												False	כְּמוֹ	כְּמוֹ
פרפר	פַּרְפַּר	פַּרְפַּר	פרפר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	פַּרְפַּר	פַּרְפַּר

ב|דרך	בַּ|דֶּרֶךְ	דֶּרֶךְ	דרך	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	SINGULAR		ABSOLUTE							False	בַּדֶּרֶךְ	דֶּרֶךְ
שלך	שֶׁלְּךָ	שֶׁל	של	SHEL_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	שֶׁלְּךָ	שֶׁלְּךָ
,	,			PUNCTUATION												False	,	,
אנחנו	אֲנַחְנוּ	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	PLURAL	PERSON_1								False	אֲנַחְנוּ	אֲנַחְנוּ
איתך	אִתְּךָ	אֶת	את	AT_PREP								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINE	SUF_NUMBER_SINGULAR	SUF_PERSON_2	False	אִתְּךָ	אִתְּךָ

אולי	אוּלַי	אוּלַי	אולי	ADVERB												False	אוּלַי	אוּלַי
תראה	תִּרְאֶה	ראי	ראי	VERB		FEMININE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	תִּרְאֶה	תִּרְאֶה
עולם	עוֹלָם	עוֹלָם	עולם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	עוֹלָם	עוֹלָם
מלא	מָלֵא	מָלֵא	מלא	QUANTIFIER		MASCULINE	SINGULAR		ABSOLUTECONSTRUCT							False	מָלֵא	מָלֵא
אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה

תראה	תִּרְאֶה	ראי	ראי	VERB		FEMININE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	תִּרְאֶה	תִּרְאֶה
רק	רַק	רַק	רק	ADVERB												False	רַק	רַק
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|טוב	הַ|טּוֹב	טוֹב	טוב	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַטּוֹב	טוֹב
ו|לא	וְ|לֹא	לֹא	לא	NEGATION	CONJUNCTION											False	וְלֹא	לֹא
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|רע	הָ|רַע	רַע	רע	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָרַע	רַע

ו|אם	וְ|אִם	אִם	אם	CONJUNCTION	CONJUNCTION											False	וְאִם	אִם
תראה	תִּרְאֶה	ראי	ראי	VERB		FEMININE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	תִּרְאֶה	תִּרְאֶה
קצת	קְצָת	קְצָת	קצת	ADVERB												False	קְצָת	קְצָת
רע	רַע	רַע	רע	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	רַע	רַע
ינצח	יְנַצֵּחַ	נצח	נצח	VERB		MASCULINE	SINGULAR	PERSON_3		FUTURE	BINYAN_PIEL					False	יְנַצֵּחַ	יְנַצֵּחַ
ה|טוב	הַ|טּוֹב	טוֹב	טוב	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַטּוֹב	טוֹב

אולי	אוּלַי	אוּלַי	אולי	ADVERB												False	אוּלַי	אוּלַי
תראה	תִּרְאֶה	ראי	ראי	VERB		FEMININE	SINGULAR	PERSON_3		FUTURE	BINYAN_PAAL					False	תִּרְאֶה	תִּרְאֶה
עולם	עוֹלָם	עוֹלָם	עולם	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	עוֹלָם	עוֹלָם
...	...			PUNCTUATION												False	...	...
אולי	אוּלַי	אוּלַי	אולי	ADVERB												False	אוּלַי	אוּלַי
זה	זֶה	זֶה	זה	PRONOUN		MASCULINE	SINGULAR	PERSON_3								False	זֶה	זֶה
קרוב	קָרוֹב	קָרוֹב	קרוב	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	קָרוֹב	קָרוֹב



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
תרימי	תָּרִימִי	רום	רום	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_HIFIL					False	תָּרִימִי	תָּרִימִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|ראש	הָ|רֹאשׁ	רֹאשׁ	ראש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָרֹאשׁ	רֹאשׁ
/	/			PUNCTUATION												False	/	/
כנסיית	כְּנֵסִיַּת	כְּנֵסִיָּה	כנסייה	NOUN		FEMININE	SINGULAR		CONSTRUCT							False	כְּנֵסִיַּת	כְּנֵסִיַּת
ה|שכל	הַ|שֵּׂכֶל	שֵׂכֶל	שכל	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַשֵּׂכֶל	שֵׂכֶל

תרימי	תָּרִימִי	רום	רום	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_HIFIL					False	תָּרִימִי	תָּרִימִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|ראש	הָ|רֹאשׁ	רֹאשׁ	ראש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָרֹאשׁ	רֹאשׁ
מ|על	מֵ|עַל	עַל	על	PREPOSITION	PREPOSITION											False	מֵעַל	עַל
ה|מים	הַ|מַּיִם	מַיִם	מים	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַמַּיִם	מַיִם

ל|אן	לְ|אָן	אָן	אן	INTERROGATIVE	PREPOSITION											False	לְאָן	אָן
את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
הולכת	הוֹלֶכֶת	הלך	הלך	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֶכֶת	הוֹלֶכֶת
כש|נופלים	כְּשֶׁ|נּוֹפְלִים	נפל	נפל	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	כְּשֶׁנּוֹפְלִים	נוֹפְלִים
ה|שמיים	הַ|שָּׁמַיִם	שָׁמַיִם	שמיים	NOUN	DEFINITEARTICLE	MASCULINE	DUAL		ABSOLUTE							False	הַשָּׁמַיִם	שָׁמַיִם

זוכרת	זוֹכֶרֶת	זכר	זכר	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	זוֹכֶרֶת	זוֹכֶרֶת
,	,			PUNCTUATION												False	,	,
רצנו	רַצְנוּ	רוץ	רוץ	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_PAAL					False	רַצְנוּ	רַצְנוּ
ב|גשם	בְּ|גֶשֶׁם	גֶּשֶׁם	גשם	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּגֶשֶׁם	גֶּשֶׁם
,	,			PUNCTUATION												False	,	,
אוחזים	אוֹחֲזִים	אוֹחֵז	אוחז	PARTICIPLE		MASCULINE	PLURAL	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	אוֹחֲזִים	אוֹחֲזִים
ידיים	יָדַיִם	יָד	יד	NOUN		FEMININE	PLURAL		ABSOLUTE							False	יָדַיִם	יָדַיִם

זוכר	זוֹכֵר	זוֹכֵר	זוכר	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	זוֹכֵר	זוֹכֵר
מבט	מַבָּט	מַבָּט	מבט	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מַבָּט	מַבָּט
פרוע	פָּרוּעַ	פָּרוּעַ	פרוע	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	פָּרוּעַ	פָּרוּעַ
ב|עיניים	בָּ|עֵינַיִם	עַיִן	עין	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בָּעֵינַיִם	עֵינַיִם

ל|אן	לְ|אָן	אָן	אן	INTERROGATIVE	PREPOSITION											False	לְאָן	אָן
את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
הולכת	הוֹלֶכֶת	הלך	הלך	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֶכֶת	הוֹלֶכֶת
כש|יבש	כְּשֶׁ|יָּבֵשׁ	יָבֵישׁ	יבש	PROPERNAME		MASCULINEFEMININE	SINGULAR									False	כְּשֶׁיָּבֵשׁ	יָבֵשׁ
ב|עיניים	בָּ|עֵינַיִם	עַיִן	עין	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בָּעֵינַיִם	עֵינַיִם

כשה|לב	כְּשֶׁהַ|לֵּב	לֵב	לב	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַלֵּב	לֵב
מפסיק	מַפְסִיק	פסק	פסק	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַפְסִיק	מַפְסִיק
להרגיש	לְהַרְגִּישׁ	רגשׁ	רגשׁ	VERB						TOINFINITIVE	BINYAN_HIFIL					False	לְהַרְגִּישׁ	לְהַרְגִּישׁ

כשה|יום	כְּשֶׁהַ|יּוֹם	יוֹם	יום	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	כְּשֶׁהַיּוֹם	יוֹם
מתחיל	מַתְחִיל	תחל	תחל	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_HIFIL					False	מַתְחִיל	מַתְחִיל
להחשיך	לְהַחְשִׁיךְ	חשׁך	חשׁך	VERB						TOINFINITIVE	BINYAN_HIFIL					False	לְהַחְשִׁיךְ	לְהַחְשִׁיךְ

תרימי	תָּרִימִי	רום	רום	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_HIFIL					False	תָּרִימִי	תָּרִימִי
את	אֶת	אֶת	את	AT_PREP												False	אֶת	אֶת
ה|ראש	הָ|רֹאשׁ	רֹאשׁ	ראש	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָרֹאשׁ	רֹאשׁ
,	,			PUNCTUATION												False	,	,
תראי	תִּרְאִי	ראי	ראי	VERB		FEMININE	SINGULAR	PERSON_2		FUTURE	BINYAN_PAAL					False	תִּרְאִי	תִּרְאִי
שמיים	שָׁמַיִם	שָׁמַיִם	שמיים	NOUN		MASCULINE	DUAL		ABSOLUTE							False	שָׁמַיִם	שָׁמַיִם

ל|אן	לְ|אָן	אָן	אן	INTERROGATIVE	PREPOSITION											False	לְאָן	אָן
את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
הולכת	הוֹלֶכֶת	הלך	הלך	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֶכֶת	הוֹלֶכֶת
כש|עולים	כְּשֶׁ|עוֹלִים	עלי	עלי	VERB		MASCULINE	PLURAL	PERSON_ANY		PRESENT	BINYAN_PAAL					False	כְּשֶׁעוֹלִים	עוֹלִים
ה|מים	הַ|מַּיִם	מַיִם	מים	NOUN	DEFINITEARTICLE	MASCULINE	PLURAL		ABSOLUTE							False	הַמַּיִם	מַיִם

זוכרת	זוֹכֶרֶת	זכר	זכר	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	זוֹכֶרֶת	זוֹכֶרֶת
,	,			PUNCTUATION												False	,	,
שכבנו	שָׁכַבְנוּ	שׁכב	שׁכב	VERB		MASCULINEFEMININE	PLURAL	PERSON_1		PAST	BINYAN_PAAL					False	שָׁכַבְנוּ	שָׁכַבְנוּ
ב|שקט	בְּ|שֶׁקֶט	שֶׁקֶט	שקט	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּשֶׁקֶט	שֶׁקֶט
,	,			PUNCTUATION												False	,	,
אוחזים	אוֹחֲזִים	אוֹחֵז	אוחז	PARTICIPLE		MASCULINE	PLURAL	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	אוֹחֲזִים	אוֹחֲזִים
ידיים	יָדַיִם	יָד	יד	NOUN		FEMININE	PLURAL		ABSOLUTE							False	יָדַיִם	יָדַיִם

זוכר	זוֹכֵר	זוֹכֵר	זוכר	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	ABSOLUTE		BINYAN_PAAL					False	זוֹכֵר	זוֹכֵר
מבט	מַבָּט	מַבָּט	מבט	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מַבָּט	מַבָּט
פרוע	פָּרוּעַ	פָּרוּעַ	פרוע	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	פָּרוּעַ	פָּרוּעַ
ב|עיניים	בָּ|עֵינַיִם	עַיִן	עין	NOUN	DEFINITEARTICLE+PREPOSITION	FEMININE	PLURAL		ABSOLUTE							False	בָּעֵינַיִם	עֵינַיִם

ל|אן	לְ|אָן	אָן	אן	INTERROGATIVE	PREPOSITION											False	לְאָן	אָן
את	אַתְּ	אֲנִי	אני	PRONOUN		FEMININE	SINGULAR	PERSON_2								False	אַתְּ	אַתְּ
הולכת	הוֹלֶכֶת	הלך	הלך	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹלֶכֶת	הוֹלֶכֶת
...	...			PUNCTUATION												False	...	...



#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
#	#			PUNCTUATION												False	#	#
לגעת	לָגַעַת	נגע	נגע	VERB						TOINFINITIVE	BINYAN_PAAL					False	לָגַעַת	לָגַעַת
ב|אושר	בְּ|אֹשֶׁר	אֹשֶׁר	אושר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּאֹשֶׁר	אֹשֶׁר
/	/			PUNCTUATION												False	/	/
אלי	אֵלִי	אֵלִי	אלי	PROPERNAME												False	אֵלִי	אֵלִי
לוזון	לוּזוֹן	לוּזוֹן	לוזון	PROPERNAME												False	לוּזוֹן	לוּזוֹן

ב|אביב	בָּ|אָבִיב	אָבִיב	אביב	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בָּאָבִיב	אָבִיב
ה|מעורר	הַ|מְּעוֹרֵר	מְעוֹרֵר	מעורר	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמְּעוֹרֵר	מְעוֹרֵר
או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
ב|סתיו	בַּ|סְּתָו	סְתָו	סתו	NOUN	DEFINITEARTICLE+PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בַּסְּתָו	סְתָו
ה|מרגיע	הַ|מַּרְגִּיעַ	מַרְגִּיעַ	מרגיע	ADJECTIVE	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הַמַּרְגִּיעַ	מַרְגִּיעַ

ב|חורף	בְּ|חֹרֶף	חֹרֶף	חורף	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּחֹרֶף	חֹרֶף
סוער	סוֹעֵר	סוֹעֵר	סוער	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	סוֹעֵר	סוֹעֵר
או	אוֹ	אוֹ	או	CONJUNCTION												False	אוֹ	אוֹ
ב|קיץ	בְּ|קַיִץ	קַיִץ	קיץ	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּקַיִץ	קַיִץ
בוער	בּוֹעֵר	בּוֹעֵר	בוער	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	בּוֹעֵר	בּוֹעֵר

ב|כל	בְּ|כׇל	כֹּל	כול	QUANTIFIER	PREPOSITION				CONSTRUCT							False	בְּכׇל	כׇּל
מקום	מָקוֹם	מָקוֹם	מקום	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	מָקוֹם	מָקוֹם
ש|הוא	שֶׁ|הוּא	הוּא	הוא	PRONOUN	RELATIVIZIER_SUBORDINATINGCONJUNCTION	MASCULINE	SINGULAR	PERSON_3								False	שֶׁהוּא	הוּא
מתחת	מִתַּחַת	מִתַּחַת	מתחת	PREPOSITION												False	מִתַּחַת	מִתַּחַת
ל|רקיע	לְ|רָקִיעַ	רָקִיעַ	רקיע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְרָקִיעַ	רָקִיעַ

ה|אושר	הָ|אֹשֶׁר	אֹשֶׁר	אושר	NOUN	DEFINITEARTICLE	MASCULINE	SINGULAR		ABSOLUTE							False	הָאֹשֶׁר	אֹשֶׁר
נמצא	נִמְצָא	מצא	מצא	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_NIFAL					False	נִמְצָא	נִמְצָא
תמיד	תָּמִיד	תָּמִיד	תמיד	ADVERB												False	תָּמִיד	תָּמִיד
,	,			PUNCTUATION												False	,	,
ב|מקום	בְּ|מָקוֹם	מָקוֹם	מקום	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּמָקוֹם	מָקוֹם
אחר	אַחֵר	אַחֵר	אחר	ADJECTIVE		MASCULINE	SINGULAR		ABSOLUTE							False	אַחֵר	אַחֵר

ו|נדמה	וְ|נִדְמֶה	דמי	דמי	VERB	CONJUNCTION	MASCULINEFEMININE	PLURAL	PERSON_1		FUTURE	BINYAN_PAAL					False	וְנִדְמֶה	נִדְמֶה
לי	לִי	לְ	ל	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	לִי	לִי
ש|מזמן	שֶׁ|מִּזְּמַן	מִזְּמַן	מזמן	ADVERB	RELATIVIZIER_SUBORDINATINGCONJUNCTION											False	שֶׁמִּזְּמַן	מִזְּמַן
נגעתי	נָגַעְתִּי	נגע	נגע	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	נָגַעְתִּי	נָגַעְתִּי
ב|אושר	בְּ|אֹשֶׁר	אֹשֶׁר	אושר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּאֹשֶׁר	אֹשֶׁר

הייתי	הָיִיתִי	היי	היי	COPULA		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST						False	הָיִיתִי	הָיִיתִי
ל|רגע	לְ|רֶגַע	רֶגַע	רגע	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	לְרֶגַע	רֶגַע
פותר	פּוֹתֵר	פּוֹתֵר	פותר	PARTICIPLE		MASCULINE	SINGULAR	PERSON_ANY	CONSTRUCT		BINYAN_PAAL					False	פּוֹתֵר	פּוֹתֵר
חלומות	חֲלוֹמוֹת	חֲלוֹם	חלום	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	חֲלוֹמוֹת	חֲלוֹמוֹת

ב|אלף	בְּ|אֶלֶף	אֶלֶף	אלף	NUMERAL	PREPOSITION	MASCULINE	SINGULARPLURAL		ABSOLUTE							False	בְּאֶלֶף	אֶלֶף
אהבות	אֲהָבוֹת	אַהֲבָה	אהבה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	אֲהָבוֹת	אֲהָבוֹת
נגעתי	נָגַעְתִּי	נגע	נגע	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	נָגַעְתִּי	נָגַעְתִּי
ו|נפגעתי	וְ|נִפְגַּעְתִּי	פגע	פגע	VERB	CONJUNCTION	MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_NIFAL					False	וְנִפְגַּעְתִּי	נִפְגַּעְתִּי

מ|אלף	מֵ|אֶלֶף	אֶלֶף	אלף	NUMERAL	PREPOSITION	MASCULINE	SINGULARPLURAL		ABSOLUTE							False	מֵאֶלֶף	אֶלֶף
פחדים	פְּחָדִים	פַּחַד	פחד	NOUN		MASCULINE	PLURAL		ABSOLUTE							False	פְּחָדִים	פְּחָדִים
בניתי	בָּנִיתִי	בני	בני	VERB		MASCULINEFEMININE	SINGULAR	PERSON_1		PAST	BINYAN_PAAL					False	בָּנִיתִי	בָּנִיתִי
,	,			PUNCTUATION												False	,	,
סביבי	סְבִיבִי	סָבִיב	סביב	PREPOSITION								ACCUSATIVENOMINATIVE	SUF_GENDER_MASCULINEFEMININE	SUF_NUMBER_SINGULAR	SUF_PERSON_1	False	סְבִיבִי	סְבִיבִי
חומות	חוֹמוֹת	חוֹמָה	חומה	NOUN		FEMININE	PLURAL		ABSOLUTE							False	חוֹמוֹת	חוֹמוֹת

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
רוצה	רוֹצֶה	רצי	רצי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹצֶה	רוֹצֶה
לגעת	לָגַעַת	נגע	נגע	VERB						TOINFINITIVE	BINYAN_PAAL					False	לָגַעַת	לָגַעַת
שוב	שׁוּב	שׁוּב	שוב	ADVERB												False	שׁוּב	שׁוּב
ב|אושר	בְּ|אֹשֶׁר	אֹשֶׁר	אושר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּאֹשֶׁר	אֹשֶׁר

אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
זוכר	זוֹכֵר	זכר	זכר	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	זוֹכֵר	זוֹכֵר
הרגשה	הַרְגָּשָׁה	הַרְגָּשָׁה	הרגשה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	הַרְגָּשָׁה	הַרְגָּשָׁה
רחוקה	רְחוֹקָה	רָחוֹק	רחוק	ADJECTIVE		FEMININE	SINGULAR		ABSOLUTE							False	רְחוֹקָה	רְחוֹקָה
ו|טובה	וְ|טוֹבָה	טוֹבָה	טובה	NOUN	CONJUNCTION	FEMININE	SINGULAR		ABSOLUTE							False	וְטוֹבָה	טוֹבָה

אבל	אֲבָל	אֲבָל	אבל	CONJUNCTION												False	אֲבָל	אֲבָל
אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה
הורגת	הוֹרֶגֶת	הרג	הרג	VERB		FEMININE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹרֶגֶת	הוֹרֶגֶת
אושר	אֹשֶׁר	אֹשֶׁר	אושר	NOUN		MASCULINE	SINGULAR		ABSOLUTE							False	אֹשֶׁר	אֹשֶׁר

ו|אושר	וְ|אֹשֶׁר	אֹשֶׁר	אושר	NOUN	CONJUNCTION	MASCULINE	SINGULAR		ABSOLUTE							False	וְאֹשֶׁר	אֹשֶׁר
הורג	הוֹרֵג	הרג	הרג	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	הוֹרֵג	הוֹרֵג
אהבה	אַהֲבָה	אַהֲבָה	אהבה	NOUN		FEMININE	SINGULAR		ABSOLUTE							False	אַהֲבָה	אַהֲבָה

לגעת	לָגַעַת	נגע	נגע	VERB						TOINFINITIVE	BINYAN_PAAL					False	לָגַעַת	לָגַעַת
ב|אושר	בְּ|אֹשֶׁר	אֹשֶׁר	אושר	NOUN	PREPOSITION	MASCULINE	SINGULAR		ABSOLUTE							False	בְּאֹשֶׁר	אֹשֶׁר
אני	אֲנִי	אֲנִי	אני	PRONOUN		MASCULINEFEMININE	SINGULAR	PERSON_1								False	אֲנִי	אֲנִי
רוצה	רוֹצֶה	רצי	רצי	VERB		MASCULINE	SINGULAR	PERSON_ANY		PRESENT	BINYAN_PAAL					False	רוֹצֶה	רוֹצֶה

להיות	לִהְיוֹת	היי	היי	VERB						TOINFINITIVE	BINYAN_PAAL					False	לִהְיוֹת	לִהְיוֹת
